image,class_id,class_type,time_of_day,range,orientation
INPUT\Dataset\cegr2003\cegr02003_0002_1180_SUV.mat,0002,SUV,Day,1000,1180
INPUT\Dataset\cegr2003\cegr02003_0002_1181_SUV.mat,0002,SUV,Day,1000,1181
INPUT\Dataset\cegr2003\cegr02003_0002_1182_SUV.mat,0002,SUV,Day,1000,1182
INPUT\Dataset\cegr2003\cegr02003_0002_1183_SUV.mat,0002,SUV,Day,1000,1183
INPUT\Dataset\cegr2003\cegr02003_0002_1184_SUV.mat,0002,SUV,Day,1000,1184
INPUT\Dataset\cegr2003\cegr02003_0002_1185_SUV.mat,0002,SUV,Day,1000,1185
INPUT\Dataset\cegr2003\cegr02003_0002_1186_SUV.mat,0002,SUV,Day,1000,1186
INPUT\Dataset\cegr2003\cegr02003_0002_1187_SUV.mat,0002,SUV,Day,1000,1187
INPUT\Dataset\cegr2003\cegr02003_0002_1188_SUV.mat,0002,SUV,Day,1000,1188
INPUT\Dataset\cegr2003\cegr02003_0002_1189_SUV.mat,0002,SUV,Day,1000,1189
INPUT\Dataset\cegr2003\cegr02003_0002_1190_SUV.mat,0002,SUV,Day,1000,1190
INPUT\Dataset\cegr2003\cegr02003_0002_1191_SUV.mat,0002,SUV,Day,1000,1191
INPUT\Dataset\cegr2003\cegr02003_0002_1192_SUV.mat,0002,SUV,Day,1000,1192
INPUT\Dataset\cegr2003\cegr02003_0002_1193_SUV.mat,0002,SUV,Day,1000,1193
INPUT\Dataset\cegr2003\cegr02003_0002_1194_SUV.mat,0002,SUV,Day,1000,1194
INPUT\Dataset\cegr2003\cegr02003_0002_1195_SUV.mat,0002,SUV,Day,1000,1195
INPUT\Dataset\cegr2003\cegr02003_0002_1196_SUV.mat,0002,SUV,Day,1000,1196
INPUT\Dataset\cegr2003\cegr02003_0002_1197_SUV.mat,0002,SUV,Day,1000,1197
INPUT\Dataset\cegr2003\cegr02003_0002_1198_SUV.mat,0002,SUV,Day,1000,1198
INPUT\Dataset\cegr2003\cegr02003_0002_1199_SUV.mat,0002,SUV,Day,1000,1199
INPUT\Dataset\cegr2003\cegr02003_0002_1200_SUV.mat,0002,SUV,Day,1000,1200
INPUT\Dataset\cegr2003\cegr02003_0002_1201_SUV.mat,0002,SUV,Day,1000,1201
INPUT\Dataset\cegr2003\cegr02003_0002_1202_SUV.mat,0002,SUV,Day,1000,1202
INPUT\Dataset\cegr2003\cegr02003_0002_1203_SUV.mat,0002,SUV,Day,1000,1203
INPUT\Dataset\cegr2003\cegr02003_0002_1204_SUV.mat,0002,SUV,Day,1000,1204
INPUT\Dataset\cegr2003\cegr02003_0002_1205_SUV.mat,0002,SUV,Day,1000,1205
INPUT\Dataset\cegr2003\cegr02003_0002_1206_SUV.mat,0002,SUV,Day,1000,1206
INPUT\Dataset\cegr2003\cegr02003_0002_1207_SUV.mat,0002,SUV,Day,1000,1207
INPUT\Dataset\cegr2003\cegr02003_0002_1208_SUV.mat,0002,SUV,Day,1000,1208
INPUT\Dataset\cegr2003\cegr02003_0002_1209_SUV.mat,0002,SUV,Day,1000,1209
INPUT\Dataset\cegr2003\cegr02003_0002_1210_SUV.mat,0002,SUV,Day,1000,1210
INPUT\Dataset\cegr2003\cegr02003_0002_1211_SUV.mat,0002,SUV,Day,1000,1211
INPUT\Dataset\cegr2003\cegr02003_0002_1212_SUV.mat,0002,SUV,Day,1000,1212
INPUT\Dataset\cegr2003\cegr02003_0002_1213_SUV.mat,0002,SUV,Day,1000,1213
INPUT\Dataset\cegr2003\cegr02003_0002_1214_SUV.mat,0002,SUV,Day,1000,1214
INPUT\Dataset\cegr2003\cegr02003_0002_1215_SUV.mat,0002,SUV,Day,1000,1215
INPUT\Dataset\cegr2003\cegr02003_0002_1216_SUV.mat,0002,SUV,Day,1000,1216
INPUT\Dataset\cegr2003\cegr02003_0002_1217_SUV.mat,0002,SUV,Day,1000,1217
INPUT\Dataset\cegr2003\cegr02003_0002_1218_SUV.mat,0002,SUV,Day,1000,1218
INPUT\Dataset\cegr2003\cegr02003_0002_1219_SUV.mat,0002,SUV,Day,1000,1219
INPUT\Dataset\cegr2003\cegr02003_0002_1220_SUV.mat,0002,SUV,Day,1000,1220
INPUT\Dataset\cegr2003\cegr02003_0002_1221_SUV.mat,0002,SUV,Day,1000,1221
INPUT\Dataset\cegr2003\cegr02003_0002_1222_SUV.mat,0002,SUV,Day,1000,1222
INPUT\Dataset\cegr2003\cegr02003_0002_1223_SUV.mat,0002,SUV,Day,1000,1223
INPUT\Dataset\cegr2003\cegr02003_0002_1224_SUV.mat,0002,SUV,Day,1000,1224
INPUT\Dataset\cegr2003\cegr02003_0002_1225_SUV.mat,0002,SUV,Day,1000,1225
INPUT\Dataset\cegr2003\cegr02003_0002_1226_SUV.mat,0002,SUV,Day,1000,1226
INPUT\Dataset\cegr2003\cegr02003_0002_1227_SUV.mat,0002,SUV,Day,1000,1227
INPUT\Dataset\cegr2003\cegr02003_0002_1228_SUV.mat,0002,SUV,Day,1000,1228
INPUT\Dataset\cegr2003\cegr02003_0002_1229_SUV.mat,0002,SUV,Day,1000,1229
INPUT\Dataset\cegr2003\cegr02003_0002_1230_SUV.mat,0002,SUV,Day,1000,1230
INPUT\Dataset\cegr2003\cegr02003_0002_1231_SUV.mat,0002,SUV,Day,1000,1231
INPUT\Dataset\cegr2003\cegr02003_0002_1232_SUV.mat,0002,SUV,Day,1000,1232
INPUT\Dataset\cegr2003\cegr02003_0002_1233_SUV.mat,0002,SUV,Day,1000,1233
INPUT\Dataset\cegr2003\cegr02003_0002_1234_SUV.mat,0002,SUV,Day,1000,1234
INPUT\Dataset\cegr2003\cegr02003_0002_1235_SUV.mat,0002,SUV,Day,1000,1235
INPUT\Dataset\cegr2003\cegr02003_0002_1236_SUV.mat,0002,SUV,Day,1000,1236
INPUT\Dataset\cegr2003\cegr02003_0002_1237_SUV.mat,0002,SUV,Day,1000,1237
INPUT\Dataset\cegr2003\cegr02003_0002_1238_SUV.mat,0002,SUV,Day,1000,1238
INPUT\Dataset\cegr2003\cegr02003_0002_1239_SUV.mat,0002,SUV,Day,1000,1239
INPUT\Dataset\cegr2003\cegr02003_0002_1240_SUV.mat,0002,SUV,Day,1000,1240
INPUT\Dataset\cegr2003\cegr02003_0002_1241_SUV.mat,0002,SUV,Day,1000,1241
INPUT\Dataset\cegr2003\cegr02003_0002_1242_SUV.mat,0002,SUV,Day,1000,1242
INPUT\Dataset\cegr2003\cegr02003_0002_1243_SUV.mat,0002,SUV,Day,1000,1243
INPUT\Dataset\cegr2003\cegr02003_0002_1244_SUV.mat,0002,SUV,Day,1000,1244
INPUT\Dataset\cegr2003\cegr02003_0002_1245_SUV.mat,0002,SUV,Day,1000,1245
INPUT\Dataset\cegr2003\cegr02003_0002_1246_SUV.mat,0002,SUV,Day,1000,1246
INPUT\Dataset\cegr2003\cegr02003_0002_1247_SUV.mat,0002,SUV,Day,1000,1247
INPUT\Dataset\cegr2003\cegr02003_0002_1248_SUV.mat,0002,SUV,Day,1000,1248
INPUT\Dataset\cegr2003\cegr02003_0002_1249_SUV.mat,0002,SUV,Day,1000,1249
INPUT\Dataset\cegr2003\cegr02003_0002_1250_SUV.mat,0002,SUV,Day,1000,1250
INPUT\Dataset\cegr2003\cegr02003_0002_1251_SUV.mat,0002,SUV,Day,1000,1251
INPUT\Dataset\cegr2003\cegr02003_0002_1252_SUV.mat,0002,SUV,Day,1000,1252
INPUT\Dataset\cegr2003\cegr02003_0002_1253_SUV.mat,0002,SUV,Day,1000,1253
INPUT\Dataset\cegr2003\cegr02003_0002_1254_SUV.mat,0002,SUV,Day,1000,1254
INPUT\Dataset\cegr2003\cegr02003_0002_1255_SUV.mat,0002,SUV,Day,1000,1255
INPUT\Dataset\cegr2003\cegr02003_0002_1256_SUV.mat,0002,SUV,Day,1000,1256
INPUT\Dataset\cegr2003\cegr02003_0002_1257_SUV.mat,0002,SUV,Day,1000,1257
INPUT\Dataset\cegr2003\cegr02003_0002_1258_SUV.mat,0002,SUV,Day,1000,1258
INPUT\Dataset\cegr2003\cegr02003_0002_1259_SUV.mat,0002,SUV,Day,1000,1259
INPUT\Dataset\cegr2003\cegr02003_0002_1260_SUV.mat,0002,SUV,Day,1000,1260
INPUT\Dataset\cegr2003\cegr02003_0002_1261_SUV.mat,0002,SUV,Day,1000,1261
INPUT\Dataset\cegr2003\cegr02003_0002_1262_SUV.mat,0002,SUV,Day,1000,1262
INPUT\Dataset\cegr2003\cegr02003_0002_1263_SUV.mat,0002,SUV,Day,1000,1263
INPUT\Dataset\cegr2003\cegr02003_0002_1264_SUV.mat,0002,SUV,Day,1000,1264
INPUT\Dataset\cegr2003\cegr02003_0002_1265_SUV.mat,0002,SUV,Day,1000,1265
INPUT\Dataset\cegr2003\cegr02003_0002_1266_SUV.mat,0002,SUV,Day,1000,1266
INPUT\Dataset\cegr2003\cegr02003_0002_1267_SUV.mat,0002,SUV,Day,1000,1267
INPUT\Dataset\cegr2003\cegr02003_0002_1268_SUV.mat,0002,SUV,Day,1000,1268
INPUT\Dataset\cegr2003\cegr02003_0002_1269_SUV.mat,0002,SUV,Day,1000,1269
INPUT\Dataset\cegr2003\cegr02003_0002_1270_SUV.mat,0002,SUV,Day,1000,1270
INPUT\Dataset\cegr2003\cegr02003_0002_1271_SUV.mat,0002,SUV,Day,1000,1271
INPUT\Dataset\cegr2003\cegr02003_0002_1272_SUV.mat,0002,SUV,Day,1000,1272
INPUT\Dataset\cegr2003\cegr02003_0002_1273_SUV.mat,0002,SUV,Day,1000,1273
INPUT\Dataset\cegr2003\cegr02003_0002_1274_SUV.mat,0002,SUV,Day,1000,1274
INPUT\Dataset\cegr2003\cegr02003_0002_1275_SUV.mat,0002,SUV,Day,1000,1275
INPUT\Dataset\cegr2003\cegr02003_0002_1276_SUV.mat,0002,SUV,Day,1000,1276
INPUT\Dataset\cegr2003\cegr02003_0002_1277_SUV.mat,0002,SUV,Day,1000,1277
INPUT\Dataset\cegr2003\cegr02003_0002_1278_SUV.mat,0002,SUV,Day,1000,1278
INPUT\Dataset\cegr2003\cegr02003_0002_1279_SUV.mat,0002,SUV,Day,1000,1279
INPUT\Dataset\cegr2003\cegr02003_0002_1280_SUV.mat,0002,SUV,Day,1000,1280
INPUT\Dataset\cegr2003\cegr02003_0002_1281_SUV.mat,0002,SUV,Day,1000,1281
INPUT\Dataset\cegr2003\cegr02003_0002_1282_SUV.mat,0002,SUV,Day,1000,1282
INPUT\Dataset\cegr2003\cegr02003_0002_1283_SUV.mat,0002,SUV,Day,1000,1283
INPUT\Dataset\cegr2003\cegr02003_0002_1284_SUV.mat,0002,SUV,Day,1000,1284
INPUT\Dataset\cegr2003\cegr02003_0002_1285_SUV.mat,0002,SUV,Day,1000,1285
INPUT\Dataset\cegr2003\cegr02003_0002_1286_SUV.mat,0002,SUV,Day,1000,1286
INPUT\Dataset\cegr2003\cegr02003_0002_1287_SUV.mat,0002,SUV,Day,1000,1287
INPUT\Dataset\cegr2003\cegr02003_0002_1288_SUV.mat,0002,SUV,Day,1000,1288
INPUT\Dataset\cegr2003\cegr02003_0002_1289_SUV.mat,0002,SUV,Day,1000,1289
INPUT\Dataset\cegr2003\cegr02003_0002_1290_SUV.mat,0002,SUV,Day,1000,1290
INPUT\Dataset\cegr2003\cegr02003_0002_1291_SUV.mat,0002,SUV,Day,1000,1291
INPUT\Dataset\cegr2003\cegr02003_0002_1292_SUV.mat,0002,SUV,Day,1000,1292
INPUT\Dataset\cegr2003\cegr02003_0002_1293_SUV.mat,0002,SUV,Day,1000,1293
INPUT\Dataset\cegr2003\cegr02003_0002_1294_SUV.mat,0002,SUV,Day,1000,1294
INPUT\Dataset\cegr2003\cegr02003_0002_1295_SUV.mat,0002,SUV,Day,1000,1295
INPUT\Dataset\cegr2003\cegr02003_0002_1296_SUV.mat,0002,SUV,Day,1000,1296
INPUT\Dataset\cegr2003\cegr02003_0002_1297_SUV.mat,0002,SUV,Day,1000,1297
INPUT\Dataset\cegr2003\cegr02003_0002_1298_SUV.mat,0002,SUV,Day,1000,1298
INPUT\Dataset\cegr2003\cegr02003_0002_1299_SUV.mat,0002,SUV,Day,1000,1299
INPUT\Dataset\cegr2003\cegr02003_0002_1300_SUV.mat,0002,SUV,Day,1000,1300
INPUT\Dataset\cegr2003\cegr02003_0002_1301_SUV.mat,0002,SUV,Day,1000,1301
INPUT\Dataset\cegr2003\cegr02003_0002_1302_SUV.mat,0002,SUV,Day,1000,1302
INPUT\Dataset\cegr2003\cegr02003_0002_1303_SUV.mat,0002,SUV,Day,1000,1303
INPUT\Dataset\cegr2003\cegr02003_0002_1304_SUV.mat,0002,SUV,Day,1000,1304
INPUT\Dataset\cegr2003\cegr02003_0002_1305_SUV.mat,0002,SUV,Day,1000,1305
INPUT\Dataset\cegr2003\cegr02003_0002_1306_SUV.mat,0002,SUV,Day,1000,1306
INPUT\Dataset\cegr2003\cegr02003_0002_1307_SUV.mat,0002,SUV,Day,1000,1307
INPUT\Dataset\cegr2003\cegr02003_0002_1308_SUV.mat,0002,SUV,Day,1000,1308
INPUT\Dataset\cegr2003\cegr02003_0002_1309_SUV.mat,0002,SUV,Day,1000,1309
INPUT\Dataset\cegr2003\cegr02003_0002_1310_SUV.mat,0002,SUV,Day,1000,1310
INPUT\Dataset\cegr2003\cegr02003_0002_1311_SUV.mat,0002,SUV,Day,1000,1311
INPUT\Dataset\cegr2003\cegr02003_0002_1312_SUV.mat,0002,SUV,Day,1000,1312
INPUT\Dataset\cegr2003\cegr02003_0002_1313_SUV.mat,0002,SUV,Day,1000,1313
INPUT\Dataset\cegr2003\cegr02003_0002_1314_SUV.mat,0002,SUV,Day,1000,1314
INPUT\Dataset\cegr2003\cegr02003_0002_1315_SUV.mat,0002,SUV,Day,1000,1315
INPUT\Dataset\cegr2003\cegr02003_0002_1316_SUV.mat,0002,SUV,Day,1000,1316
INPUT\Dataset\cegr2003\cegr02003_0002_1317_SUV.mat,0002,SUV,Day,1000,1317
INPUT\Dataset\cegr2003\cegr02003_0002_1318_SUV.mat,0002,SUV,Day,1000,1318
INPUT\Dataset\cegr2003\cegr02003_0002_1319_SUV.mat,0002,SUV,Day,1000,1319
INPUT\Dataset\cegr2003\cegr02003_0002_1320_SUV.mat,0002,SUV,Day,1000,1320
INPUT\Dataset\cegr2003\cegr02003_0002_1321_SUV.mat,0002,SUV,Day,1000,1321
INPUT\Dataset\cegr2003\cegr02003_0002_1322_SUV.mat,0002,SUV,Day,1000,1322
INPUT\Dataset\cegr2003\cegr02003_0002_1323_SUV.mat,0002,SUV,Day,1000,1323
INPUT\Dataset\cegr2003\cegr02003_0002_1324_SUV.mat,0002,SUV,Day,1000,1324
INPUT\Dataset\cegr2003\cegr02003_0002_1325_SUV.mat,0002,SUV,Day,1000,1325
INPUT\Dataset\cegr2003\cegr02003_0002_1326_SUV.mat,0002,SUV,Day,1000,1326
INPUT\Dataset\cegr2003\cegr02003_0002_1327_SUV.mat,0002,SUV,Day,1000,1327
INPUT\Dataset\cegr2003\cegr02003_0002_1328_SUV.mat,0002,SUV,Day,1000,1328
INPUT\Dataset\cegr2003\cegr02003_0002_1329_SUV.mat,0002,SUV,Day,1000,1329
INPUT\Dataset\cegr2003\cegr02003_0002_1330_SUV.mat,0002,SUV,Day,1000,1330
INPUT\Dataset\cegr2003\cegr02003_0002_1331_SUV.mat,0002,SUV,Day,1000,1331
INPUT\Dataset\cegr2003\cegr02003_0002_1332_SUV.mat,0002,SUV,Day,1000,1332
INPUT\Dataset\cegr2003\cegr02003_0002_1333_SUV.mat,0002,SUV,Day,1000,1333
INPUT\Dataset\cegr2003\cegr02003_0002_1334_SUV.mat,0002,SUV,Day,1000,1334
INPUT\Dataset\cegr2003\cegr02003_0002_1335_SUV.mat,0002,SUV,Day,1000,1335
INPUT\Dataset\cegr2003\cegr02003_0002_1336_SUV.mat,0002,SUV,Day,1000,1336
INPUT\Dataset\cegr2003\cegr02003_0002_1337_SUV.mat,0002,SUV,Day,1000,1337
INPUT\Dataset\cegr2003\cegr02003_0002_1338_SUV.mat,0002,SUV,Day,1000,1338
INPUT\Dataset\cegr2003\cegr02003_0002_1339_SUV.mat,0002,SUV,Day,1000,1339
INPUT\Dataset\cegr2003\cegr02003_0002_1340_SUV.mat,0002,SUV,Day,1000,1340
INPUT\Dataset\cegr2003\cegr02003_0002_1341_SUV.mat,0002,SUV,Day,1000,1341
INPUT\Dataset\cegr2003\cegr02003_0002_1342_SUV.mat,0002,SUV,Day,1000,1342
INPUT\Dataset\cegr2003\cegr02003_0002_1343_SUV.mat,0002,SUV,Day,1000,1343
INPUT\Dataset\cegr2003\cegr02003_0002_1344_SUV.mat,0002,SUV,Day,1000,1344
INPUT\Dataset\cegr2003\cegr02003_0002_1345_SUV.mat,0002,SUV,Day,1000,1345
INPUT\Dataset\cegr2003\cegr02003_0002_1346_SUV.mat,0002,SUV,Day,1000,1346
INPUT\Dataset\cegr2003\cegr02003_0002_1347_SUV.mat,0002,SUV,Day,1000,1347
INPUT\Dataset\cegr2003\cegr02003_0002_1348_SUV.mat,0002,SUV,Day,1000,1348
INPUT\Dataset\cegr2003\cegr02003_0002_1349_SUV.mat,0002,SUV,Day,1000,1349
INPUT\Dataset\cegr2003\cegr02003_0002_1350_SUV.mat,0002,SUV,Day,1000,1350
INPUT\Dataset\cegr2003\cegr02003_0002_1351_SUV.mat,0002,SUV,Day,1000,1351
INPUT\Dataset\cegr2003\cegr02003_0002_1352_SUV.mat,0002,SUV,Day,1000,1352
INPUT\Dataset\cegr2003\cegr02003_0002_1353_SUV.mat,0002,SUV,Day,1000,1353
INPUT\Dataset\cegr2003\cegr02003_0002_1354_SUV.mat,0002,SUV,Day,1000,1354
INPUT\Dataset\cegr2003\cegr02003_0002_1355_SUV.mat,0002,SUV,Day,1000,1355
INPUT\Dataset\cegr2003\cegr02003_0002_1356_SUV.mat,0002,SUV,Day,1000,1356
INPUT\Dataset\cegr2003\cegr02003_0002_1357_SUV.mat,0002,SUV,Day,1000,1357
INPUT\Dataset\cegr2003\cegr02003_0002_1358_SUV.mat,0002,SUV,Day,1000,1358
INPUT\Dataset\cegr2003\cegr02003_0002_1359_SUV.mat,0002,SUV,Day,1000,1359
INPUT\Dataset\cegr2003\cegr02003_0002_1360_SUV.mat,0002,SUV,Day,1000,1360
INPUT\Dataset\cegr2003\cegr02003_0002_1361_SUV.mat,0002,SUV,Day,1000,1361
INPUT\Dataset\cegr2003\cegr02003_0002_1362_SUV.mat,0002,SUV,Day,1000,1362
INPUT\Dataset\cegr2003\cegr02003_0002_1363_SUV.mat,0002,SUV,Day,1000,1363
INPUT\Dataset\cegr2003\cegr02003_0002_1364_SUV.mat,0002,SUV,Day,1000,1364
INPUT\Dataset\cegr2003\cegr02003_0002_1365_SUV.mat,0002,SUV,Day,1000,1365
INPUT\Dataset\cegr2003\cegr02003_0002_1366_SUV.mat,0002,SUV,Day,1000,1366
INPUT\Dataset\cegr2003\cegr02003_0002_1367_SUV.mat,0002,SUV,Day,1000,1367
INPUT\Dataset\cegr2003\cegr02003_0002_1368_SUV.mat,0002,SUV,Day,1000,1368
INPUT\Dataset\cegr2003\cegr02003_0002_1369_SUV.mat,0002,SUV,Day,1000,1369
INPUT\Dataset\cegr2003\cegr02003_0002_1370_SUV.mat,0002,SUV,Day,1000,1370
INPUT\Dataset\cegr2003\cegr02003_0002_1371_SUV.mat,0002,SUV,Day,1000,1371
INPUT\Dataset\cegr2003\cegr02003_0002_1372_SUV.mat,0002,SUV,Day,1000,1372
INPUT\Dataset\cegr2003\cegr02003_0002_1373_SUV.mat,0002,SUV,Day,1000,1373
INPUT\Dataset\cegr2003\cegr02003_0002_1374_SUV.mat,0002,SUV,Day,1000,1374
INPUT\Dataset\cegr2003\cegr02003_0002_1375_SUV.mat,0002,SUV,Day,1000,1375
INPUT\Dataset\cegr2003\cegr02003_0002_1376_SUV.mat,0002,SUV,Day,1000,1376
INPUT\Dataset\cegr2003\cegr02003_0002_1377_SUV.mat,0002,SUV,Day,1000,1377
INPUT\Dataset\cegr2003\cegr02003_0002_1378_SUV.mat,0002,SUV,Day,1000,1378
INPUT\Dataset\cegr2003\cegr02003_0002_1379_SUV.mat,0002,SUV,Day,1000,1379
INPUT\Dataset\cegr2003\cegr02003_0002_1380_SUV.mat,0002,SUV,Day,1000,1380
INPUT\Dataset\cegr2003\cegr02003_0002_1381_SUV.mat,0002,SUV,Day,1000,1381
INPUT\Dataset\cegr2003\cegr02003_0002_1382_SUV.mat,0002,SUV,Day,1000,1382
INPUT\Dataset\cegr2003\cegr02003_0002_1383_SUV.mat,0002,SUV,Day,1000,1383
INPUT\Dataset\cegr2003\cegr02003_0002_1384_SUV.mat,0002,SUV,Day,1000,1384
INPUT\Dataset\cegr2003\cegr02003_0002_1385_SUV.mat,0002,SUV,Day,1000,1385
INPUT\Dataset\cegr2003\cegr02003_0002_1386_SUV.mat,0002,SUV,Day,1000,1386
INPUT\Dataset\cegr2003\cegr02003_0002_1387_SUV.mat,0002,SUV,Day,1000,1387
INPUT\Dataset\cegr2003\cegr02003_0002_1388_SUV.mat,0002,SUV,Day,1000,1388
INPUT\Dataset\cegr2003\cegr02003_0002_1389_SUV.mat,0002,SUV,Day,1000,1389
INPUT\Dataset\cegr2003\cegr02003_0002_1390_SUV.mat,0002,SUV,Day,1000,1390
INPUT\Dataset\cegr2003\cegr02003_0002_1391_SUV.mat,0002,SUV,Day,1000,1391
INPUT\Dataset\cegr2003\cegr02003_0002_1392_SUV.mat,0002,SUV,Day,1000,1392
INPUT\Dataset\cegr2003\cegr02003_0002_1393_SUV.mat,0002,SUV,Day,1000,1393
INPUT\Dataset\cegr2003\cegr02003_0002_1394_SUV.mat,0002,SUV,Day,1000,1394
INPUT\Dataset\cegr2003\cegr02003_0002_1395_SUV.mat,0002,SUV,Day,1000,1395
INPUT\Dataset\cegr2003\cegr02003_0002_1396_SUV.mat,0002,SUV,Day,1000,1396
INPUT\Dataset\cegr2003\cegr02003_0002_1397_SUV.mat,0002,SUV,Day,1000,1397
INPUT\Dataset\cegr2003\cegr02003_0002_1398_SUV.mat,0002,SUV,Day,1000,1398
INPUT\Dataset\cegr2003\cegr02003_0002_1399_SUV.mat,0002,SUV,Day,1000,1399
INPUT\Dataset\cegr2003\cegr02003_0002_1400_SUV.mat,0002,SUV,Day,1000,1400
INPUT\Dataset\cegr2003\cegr02003_0002_1401_SUV.mat,0002,SUV,Day,1000,1401
INPUT\Dataset\cegr2003\cegr02003_0002_1402_SUV.mat,0002,SUV,Day,1000,1402
INPUT\Dataset\cegr2003\cegr02003_0002_1403_SUV.mat,0002,SUV,Day,1000,1403
INPUT\Dataset\cegr2003\cegr02003_0002_1404_SUV.mat,0002,SUV,Day,1000,1404
INPUT\Dataset\cegr2003\cegr02003_0002_1405_SUV.mat,0002,SUV,Day,1000,1405
INPUT\Dataset\cegr2003\cegr02003_0002_1406_SUV.mat,0002,SUV,Day,1000,1406
INPUT\Dataset\cegr2003\cegr02003_0002_1407_SUV.mat,0002,SUV,Day,1000,1407
INPUT\Dataset\cegr2003\cegr02003_0002_1408_SUV.mat,0002,SUV,Day,1000,1408
INPUT\Dataset\cegr2003\cegr02003_0002_1409_SUV.mat,0002,SUV,Day,1000,1409
INPUT\Dataset\cegr2003\cegr02003_0002_1410_SUV.mat,0002,SUV,Day,1000,1410
INPUT\Dataset\cegr2003\cegr02003_0002_1411_SUV.mat,0002,SUV,Day,1000,1411
INPUT\Dataset\cegr2003\cegr02003_0002_1412_SUV.mat,0002,SUV,Day,1000,1412
INPUT\Dataset\cegr2003\cegr02003_0002_1413_SUV.mat,0002,SUV,Day,1000,1413
INPUT\Dataset\cegr2003\cegr02003_0002_1414_SUV.mat,0002,SUV,Day,1000,1414
INPUT\Dataset\cegr2003\cegr02003_0002_1415_SUV.mat,0002,SUV,Day,1000,1415
INPUT\Dataset\cegr2003\cegr02003_0002_1416_SUV.mat,0002,SUV,Day,1000,1416
INPUT\Dataset\cegr2003\cegr02003_0002_1417_SUV.mat,0002,SUV,Day,1000,1417
INPUT\Dataset\cegr2003\cegr02003_0002_1418_SUV.mat,0002,SUV,Day,1000,1418
INPUT\Dataset\cegr2003\cegr02003_0002_1419_SUV.mat,0002,SUV,Day,1000,1419
INPUT\Dataset\cegr2003\cegr02003_0002_1420_SUV.mat,0002,SUV,Day,1000,1420
INPUT\Dataset\cegr2003\cegr02003_0002_1421_SUV.mat,0002,SUV,Day,1000,1421
INPUT\Dataset\cegr2003\cegr02003_0002_1422_SUV.mat,0002,SUV,Day,1000,1422
INPUT\Dataset\cegr2003\cegr02003_0002_1423_SUV.mat,0002,SUV,Day,1000,1423
INPUT\Dataset\cegr2003\cegr02003_0002_1424_SUV.mat,0002,SUV,Day,1000,1424
INPUT\Dataset\cegr2003\cegr02003_0002_1425_SUV.mat,0002,SUV,Day,1000,1425
INPUT\Dataset\cegr2003\cegr02003_0002_1426_SUV.mat,0002,SUV,Day,1000,1426
INPUT\Dataset\cegr2003\cegr02003_0002_1427_SUV.mat,0002,SUV,Day,1000,1427
INPUT\Dataset\cegr2003\cegr02003_0002_1428_SUV.mat,0002,SUV,Day,1000,1428
INPUT\Dataset\cegr2003\cegr02003_0002_1429_SUV.mat,0002,SUV,Day,1000,1429
INPUT\Dataset\cegr2003\cegr02003_0002_1430_SUV.mat,0002,SUV,Day,1000,1430
INPUT\Dataset\cegr2003\cegr02003_0002_1431_SUV.mat,0002,SUV,Day,1000,1431
INPUT\Dataset\cegr2003\cegr02003_0002_1432_SUV.mat,0002,SUV,Day,1000,1432
INPUT\Dataset\cegr2003\cegr02003_0002_1433_SUV.mat,0002,SUV,Day,1000,1433
INPUT\Dataset\cegr2003\cegr02003_0002_1434_SUV.mat,0002,SUV,Day,1000,1434
INPUT\Dataset\cegr2003\cegr02003_0002_1435_SUV.mat,0002,SUV,Day,1000,1435
INPUT\Dataset\cegr2003\cegr02003_0002_1436_SUV.mat,0002,SUV,Day,1000,1436
INPUT\Dataset\cegr2003\cegr02003_0002_1437_SUV.mat,0002,SUV,Day,1000,1437
INPUT\Dataset\cegr2003\cegr02003_0002_1438_SUV.mat,0002,SUV,Day,1000,1438
INPUT\Dataset\cegr2003\cegr02003_0002_1439_SUV.mat,0002,SUV,Day,1000,1439
INPUT\Dataset\cegr2003\cegr02003_0002_1440_SUV.mat,0002,SUV,Day,1000,1440
INPUT\Dataset\cegr2003\cegr02003_0002_1441_SUV.mat,0002,SUV,Day,1000,1441
INPUT\Dataset\cegr2003\cegr02003_0002_1442_SUV.mat,0002,SUV,Day,1000,1442
INPUT\Dataset\cegr2003\cegr02003_0002_1443_SUV.mat,0002,SUV,Day,1000,1443
INPUT\Dataset\cegr2003\cegr02003_0002_1444_SUV.mat,0002,SUV,Day,1000,1444
INPUT\Dataset\cegr2003\cegr02003_0002_1445_SUV.mat,0002,SUV,Day,1000,1445
INPUT\Dataset\cegr2003\cegr02003_0002_1446_SUV.mat,0002,SUV,Day,1000,1446
INPUT\Dataset\cegr2003\cegr02003_0002_1447_SUV.mat,0002,SUV,Day,1000,1447
INPUT\Dataset\cegr2003\cegr02003_0002_1448_SUV.mat,0002,SUV,Day,1000,1448
INPUT\Dataset\cegr2003\cegr02003_0002_1449_SUV.mat,0002,SUV,Day,1000,1449
INPUT\Dataset\cegr2003\cegr02003_0002_1450_SUV.mat,0002,SUV,Day,1000,1450
INPUT\Dataset\cegr2003\cegr02003_0002_1451_SUV.mat,0002,SUV,Day,1000,1451
INPUT\Dataset\cegr2003\cegr02003_0002_1452_SUV.mat,0002,SUV,Day,1000,1452
INPUT\Dataset\cegr2003\cegr02003_0002_1453_SUV.mat,0002,SUV,Day,1000,1453
